010000000000	0000000000000000000	0000000000000000000000	000100000000000	000000000010000	010000000000000000	000000000000000000
000000000000	0000000000000000000	0000000000000000000000	000000000000000	000000000000001	000000000000000000	001000000000000000
000000100000	0000000001000000000	0000000000000000000000	001000000001000	000000000100000	000000000000000000	000000000100100000
000000000000	0000010000000000000	0000000000000000000100	000000000000000	001000000000000	100100000000000000	100000000010000000
000000000000	0000000000000000000	0000000000000000000000	000000000000100	000000000000010	000000000000000000	000000000000000000
000000100000	0000000001000000000	0000000000000000000000	001000000001000	000000000100000	000000000000000000	000000000100100000
000000000000	1000000000000000000	0000000000000101000000	000000000000000	000100000000000	000000000000000000	000101000000000000
000000000000	0000000000001000100	0000000000000000000000	000000000000100	000000010000010	000000001000000000	000000000000000000
000000000000	0000000000000000000	0000000000000000000000	000000000000000	000000000000001	000000000000000000	001000000000000000
000000000000	0000000000000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000100000000	0000001000000000000	0000000000001000100000	000000000000000	000000000000000	000000000100000000	000000010001000000
000000000000	0000000010000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000000
001000000000	0000000000000000000	0000000000000000000000	000000000000000	000000000000010	000000000000000000	000010000000000000
000000000000	0000000000000000000	0000000000000000000000	000000000000000	000000000000001	000000000000000000	001000000000000000
000000000000	0000000000000000000	1000000010010010000000	000000000000000	000000100000010	000000000000000000	000000000000000000
000000000000	0000000000000000000	0000100000000000000000	000000000000000	000000000000000	000000000000000000	000000000000010000
000000000000	0000000000000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000000100000	0000000001000000000	0000000000000000000000	001000000001000	000000000100000	000000000000000000	000000000100100000
000000000000	0000000000000000000	0000100000000000000001	000000000000000	000000000000000	000000000000000000	000000000000010000
001000000000	0000000000000000000	0000000000000000000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000000000000	0000000000000000000	0000000000000000000000	000000000000000	000000000000001	000000000000000000	001000000000000000
000000000000	0000000000000000000	0000000000000000000000	000010000000001	000000001000010	000000000000000000	000000100000000010
000000000000	0000000000000000000	0000000000000000000000	000000000000100	000000000000010	000000000000000000	000000000000000000
000000000000	0000000000000000000	0000000000000000001000	000000000000000	000000000000000	000000000000000001	000000000000010000
000000000000	0000000000000000000	0000000000000000001000	000000000000000	000000000000000	000000000000000001	000000000000010000
000001100000	0000000000100000000	0000000000100000000000	000000000000000	000010000000000	001000000001000000	000000000000000000
000000000000	0000000000000000000	0000100000000000000001	000000000000000	000000000000000	000000000000000000	000000000000010000
000001100000	0000000000100000000	0000000000100000000000	000000000000000	000010000000000	001000000001000000	000000000000000000
000000000000	0000000000000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000000000000	0000000000000000000	0000000100000000000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000000000000	0000000000000000000	0000000000000000000000	000000000000100	000000000000010	000000000000000000	000000000000000000
000000100000	0000000000100000000	0000000000100000000000	000000000000000	000010000000000	001000000000000000	000000000000000000
000000100000	0000000000100010000	0000000000100000000000	000000000000000	000010000000000	001000000000000000	000000000000000000
000000000000	0000000000000000000	0000000000000000000000	000000000000000	000000000000001	000000000000000000	001000000000000000
000000000000	0000000000000000100	0000000000000000000000	000000000000100	000000010000010	000000000000000000	000000000000000000
000000100000	0000000000100000000	0000000000100000000000	000000000000000	000010000000000	001000000000000000	000000000000000000
000000100000	0000000000100000000	0000010000100000000000	000000000000000	000010000000000	001000000010000000	000000000000000000
000000000000	0000000000000000000	0000000000000000000000	000000000000000	000000000000001	000000000000000000	001000000000000000
000000000000	0000000000000000000	0000000100000000000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000000100000	0000000000100000000	0000000000100000000000	000000000110000	000010000000000	001000000000000000	000000000000000000
000000000000	0000000000000000000	0000000000000000000000	000000000000000	000001000000000	000000000000000100	000000000000000001
000000000000	0000010000000100000	0000000000000000000100	000000000000000	001000000000000	000000000000000000	100000000010000000
000000000000	0000000010000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000000000000	1000000000000000000	0000000000000101000000	000000000000000	000100000000000	000000000000000000	000101000000000000
000000100000	0000000000100000000	0000000000100000000000	000000000000000	000010000000000	001000000000000000	000000000000000000
000000000000	0000000000000000000	0000000000000000000000	000000000000000	000000000000001	000000000000000000	011000000000000000
000100000000	0000001000000000000	0000000000000000100000	000001000000000	000000000000000	000000000000000000	000000010001000000
000000000000	0000000000000000000	0000000000000000000000	000010000000001	000000001000010	000000000000000000	000000000000000010
000000000000	0000010000010000000	0000000000000000000100	000000000000000	001000000000000	000000000000000000	000000000010000000
000000000000	1000000000000000000	0000000000000101000000	000000000000000	000100000000000	000000000000000000	000101000000000000
000000000000	0000010000000100000	0000000000000000000100	000000000000000	001000000000000	000000000000000000	100000000010000000
000000000000	0000000000000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000000000000	0000010000010000000	0000000000000000000100	000000001000000	101000000000000	000000000000000000	000000000010000000
010000000000	0000000000000001000	0010000000000000000000	000000000000000	010000000000000	010000000000010000	000000000000000000
000000000000	0000010000010000000	0000000000000000000100	000000001000000	101000000000000	000000000000000000	000000000010000000
000000101000	0000000001000000000	0000000000000000000000	001000000000000	000000000101000	000000000000000000	000000000100100000
000000100000	0000000000100000000	0000000000100000000000	000000000000000	000010000000000	001000000000000000	000000000000000000
000000000100	0000010000000100000	0000000000000000000100	000000000000000	001000000000000	000001000000000000	100000000010000000
000000000000	0000010000000100000	0000000000000000000100	000000000000000	001000000000000	000000000000000000	100000000010000000
000000100000	0000000000100000000	0000000000100000000000	000000000110000	000010000000000	001000000000000000	000000000000000000
000000000000	1000000000000000000	0000000000000101000000	000000000000000	000100000000000	000000000000000000	000101000000000000
000000000000	0010000000000000000	0000000000000000000000	010000000000010	000000000000000	000000100000000000	000000000000000000
000000000000	0000010000010000000	0000000000000000000100	000000001000000	101000000000000	000000000000000000	000000000010000000
000000000000	0000000000000000000	0000100000000000000000	000000000000000	000000000000000	000000000000000000	000000000000010000
000000000000	0000010000010000000	0000000000000000000100	000000001000000	001000000000000	000000000000000000	000000000010001000
000000000000	0000000000000000000	0000000000000000000000	000000000000000	000000000000001	000000000000000000	001000000000000000
000000000000	0000010000010000000	0000000000000000000100	000000001000000	101000000000000	000000000000000000	000000000010000000
000000100000	0000000000100000000	0000010000100000000000	000000000000000	000010000000000	001000000010000000	000000000000000000
000000000000	0000000000000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000100
000000000000	0000000000000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000000000000	0000000000000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000100
000000000000	0000000000000000000	0000000000000000001000	000000000000000	000000000000000	000000000000000001	000000000000010000
000000100000	0000000000100000000	0000000000100000000000	000000000000000	000010000000000	001000000000000000	000000000000000000
000000000000	0000000000000000000	0000100000000000000001	000000000000000	000000000000000	000000000000000000	000000000000010000
000000000000	0000010000000100000	0000000000000000000100	000000000000000	001000000000000	000000000000000000	100000000010000000
000000000000	0000000000000000000	1000000010010010000000	000000000000000	000000100000010	000000000000000000	000000000000000000
000000000000	0000000000000000000	0000000000000000000000	000000000000000	000000000000001	000000000000000000	001000000000000000
000000000000	0000000000000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000000010000	0000000000000000000	0000000001000000000000	000000000000001	000000000000010	000000000000000000	000000000000000000
000000000000	0000000000000000000	0000000000000000001000	000000000000000	000000000000000	000000000000000001	000000000000010000
000010000000	0000000000000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000000100000	0000000001000000000	0000000000000000000000	001000000001000	000000000100000	000000000000000000	000000000100100000
000100000000	0000001000000000000	0000000000001000100000	000000000000000	000000000000000	000000000100000000	000000010001000000
000000000000	0000000000000000000	0000000000000000001000	000000000000000	000000000000000	000000000000000001	000000000000010000
000000000000	0000000000000000000	0000000000000000000000	000010000000001	000000001000010	000000000000000000	000000000000000010
000000100000	0000000000100000000	0000000000100000000000	000000000000000	000010000000000	001000000000000000	000000000000000000
000000100000	0000000000100010000	0000000000100000000000	000000000000000	000010000000000	001000000000000000	000000000000000000
000000000000	0000000000000000000	0000000000000000001000	000000000000000	000000000000000	000000000000000001	000000000000010000
000000100000	0000000000100000000	0100000000100000000000	000000000000000	000010000000000	001000000000000000	000000000000000000
000000000000	0000010000000100000	0000000000000000000100	000000000000000	001000000000000	000000000000000000	100000000010000000
000000000000	1000000000000000000	0000000000000101000000	000000000000000	000100000000000	000000000000000000	000101000000000000
000000100000	0000000000100000000	0000000000100000000000	000000000000000	000010000000000	001000000000000000	000000000000000000
000000000000	0000000000000000000	0000100000000000000000	000000000000000	000000000000000	000000000000000000	000000000000010000
000000000000	0000000000000000000	0000000000000000000000	000000000000000	000000000000001	000000000000000000	001000000000000000
000000000000	0000000000000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000000000000	0000010000010000000	0000000000000000000100	000000001000000	101000000000000	000010000000000000	000000000010000000
000000000000	0000000000000000000	1000000010010010000000	000000000000000	000000000000010	000000000000000000	000000000000000000
000000100000	0000000001000000000	0001000000000000000010	001000000000000	000000000100000	000000000000000000	000000000100100000
000000000000	0000000000000000000	0000000000000000001000	000000000000000	000000000000000	000000000000000001	000000000000010000
