000011000000	0000000000	00000000	00001000100000000	000001000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00010000	00010000000000000	000000000000000000000	00000000000000000	000001000000000	000000000000100	000000000100
000011000000	0000000001	00000000	00001000100000000	000000000000000000000	10000000000000000	000000000000000	000000000000000	000000000000
000100000000	1000000000	00000001	00000000000000000	000000000000000001000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	1000000000	00000001	00000000000000000	000000000000000001100	00000000000000000	000000000000000	000100000000000	000000001000
000000000000	1000100000	00000001	00000000000000000	000000000000000001000	00000000000000000	000000000000000	000000000000000	000000000000
000011000000	0000000000	00000000	00001000100000010	000000000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000000000000
100000000000	0000000000	00000100	10000000000000000	000100000000000100000	00000000000000000	100000000000000	000000000000000	000000000000
000000000000	0000000000	00100000	00000000000000000	000000000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00010000	00010000000000000	000000000000000000000	00100000000000000	000001000000000	000000000000000	000000000100
000000000000	0000001000	00000000	00000000000100000	000000010000100010000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0100000000	00000000	00000000001000000	000000000000000000000	00000000010000010	000000000000000	010000010001000	000000000000
000000000000	0000001000	00000000	00000000000100000	000000010000100000000	00000000000000000	000000000000000	000000000000000	000000000000
001000000000	0000000000	00000000	00100000000000000	000000000000000000000	01000000100000000	010000000001000	000000000000000	001000000000
001000000000	0000000000	00000000	00000000000000000	000000000000000000000	01000000100000001	010000000001000	000000000000000	001000000000
000000010000	1000000000	00000001	00000000000000000	000000000000000001000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0100000000	00000000	00000000000000000	001000000000000000000	00000000000000000	000000000100000	010000000001000	000000000000
000000000100	0000000000	00000000	00000000000010000	000000100000000000000	00000000000000000	000000000000001	000000000000000	000000000000
000000000000	0000000000	00000000	00000001000010000	000000100100000000000	00000000000000000	000000000000001	000001000100000	000000000000
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000010000000000	000000000000000	000000000000000	000000000000
000000000000	0100000000	00000000	00000000001000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000000000000
000100000000	1000000000	00000001	00000000000000000	000000000000000001000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000001000010000	000000100100000000000	00000000000000000	000000000000001	000001000100000	000000000000
000100000000	1000000000	00000001	00000000000000000	000000000000000001000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000010000000
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000010000000000	000000000000000	000000000000000	000000000000
000011000000	0000000000	01000000	00001000100000000	000000000000000000000	00000010000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000000000000000	000000000000000000000	00000000000000000	000100000000000	000000000000000	001000100000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000000000000
000011000001	0000000000	00000000	00001010100000000	000000000000000000000	00000010000000100	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000001000010000	000000100100000000001	00000000000000000	000000000000001	000000100100000	000000000000
000000000000	0000000000	00010000	00010000000000000	000000000000000000000	00000000000000000	000001000000000	000000000000100	000000000100
000000000000	0000000000	00000000	00000000000000101	000000100000000000000	00000000000000000	000000000000000	100000000000000	000000010000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000010000000
000011000010	0000000000	10000000	00001000100000000	000000000000000000000	00000000000000000	000000000000000	000000000000010	000000000000
000001000000	0000000000	00000000	00001000100000000	000000000000010000000	00000000000000000	001000000000010	000000000000000	000000000000
000001000000	0000000000	00000000	00001000100000000	000000000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000000000000001	000000100000000000000	00000000000000000	000000000000000	100000000000000	000100010000
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000000000000000	000000000000000	000010000000000	000000000000
000000000000	0000000000	00010000	00010000000000000	000000000000000000000	00000000000000000	000001000000100	000000000000100	000000000100
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000000100000	0000001000	00000000	00000000000100000	000000010000100000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000001000010000	000000100100000000000	00000000000000000	000000000000001	000001000100000	000000000000
000000000000	1000000000	00000001	00000000000000000	000000000000000001000	00010000000000000	000000000000000	000000000000000	000000000000
000000000000	0100000000	00000000	00000000000000000	001000000000000000000	00000000000000000	000000000100000	010000000001000	000000000000
000011000001	0000000000	00000000	00001010100000000	000000000000000000000	00000010000000100	000000000000000	000000000000000	000000000000
000000000000	0000001000	00000000	00000000000100000	000000010000100000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000000000000
001000000000	0000000000	00000000	00000000000000000	000000000000000000000	01000000100000001	010000000001000	000000000000000	001000000000
000000000000	0000000000	00000000	00000000000000000	000000000000000000000	00000000000000000	000100000000000	000000000000000	001000100000
000000000000	0000001000	00000000	00000000000100000	000000010000100000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000000000000000	000000000000000000000	00000000000000000	000100000000000	001000000000000	001000100000
000000000000	0000000000	00000000	00000001000010000	000000100101000000000	00000000000000000	000000000000001	000001000100000	000000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000010000000
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000010000000100	000000000000000	000000000000000	000000000000
000000000000	0000000000	00100000	00000000000000000	000000000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000010000000000	000000000000000	000000000000000	000000000000
001000000000	0000000000	00000000	00000000000000000	000000000000000000000	01000000100000000	010000000001000	000000000000000	001000000000
001000000000	0000000000	00000000	00000000010000000	000000000000000000000	01000000100000000	010000000001000	000000000000000	001000000000
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000010000000100	000000000000000	000000000000000	000000000000
000011000000	0000000000	00000000	00001000100000000	000001000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
001000000000	0000000000	00000000	00000000000000000	000000000000000000000	01000000100000001	010000000001000	000000000000000	001000000000
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000010000000000	000000000000000	000000000000000	000000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000000000000
000011000000	0000000000	00001000	01001000100000000	000000000000000000000	00000001000000000	000000000000000	000000000000000	000000000000
000100000000	1000000000	00000001	00000000000000000	000000000000000001000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000000000000000	000000000000000000000	00001000000000000	000100000000000	000000001000000	001000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000000000000
001000000000	0000000000	00000000	00000000000000000	000000000000000000000	01000000100000000	010000000001000	000000000000000	001000000000
001000000000	0001000000	00000000	00000000000000000	000000000000000000000	01000000100000000	010000000001000	000000000000000	001000000000
000000000000	0000000000	00000000	00000001000010000	000000100100000000001	00000000000000000	000000000000001	000000100100000	000000000000
000000000000	0000000000	00000000	00000000000001000	000000000000000000000	00000000000000000	000100000000000	000000000000000	001000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000010000000	010000010001000	000000000000
000000000000	0000000000	00000000	00000001000010000	000000100100000000001	00000000000000000	000000000000001	000000100100000	000000000000
000000000000	0000001000	00000000	00000000000100000	000000010000100000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0100010000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000010000000
000000000000	0100010000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000010000000
000001000000	0000000000	00000000	00001000100000000	100000000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000000000000
000000000000	0100000000	00000000	00000000000000000	000000000010000000000	00000000000000010	000000000000000	010000010001000	100000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000000000000
000000000000	0000000000	00000000	00000001000010000	000000100100000000001	00000000001000000	000000000000001	000000100100000	000000000000
000000000000	0000000000	00000000	00000000000000001	000000101000000000000	00000000000000000	000000000000000	100000000000000	000000010000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	000000000000
000000000000	1000000000	00000001	00000000000000000	000000000000000001000	00000000000000000	000000000000000	000100000000000	000000000000
000011000000	0000000000	00000000	00001000100000000	000001000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000011000000	0000000000	01000000	00001000100000000	000000000000000000000	00000010000000000	000000000000000	000000000000000	000000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000000	000000001000000	000000000001001	000000000010
000000000000	1000000000	00000001	00000000000000000	000000000000000001000	00010000000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000000000000000	000000000000000000000	00000000000000000	000100000000000	000000000000000	001000000000
000000000000	0000000000	00000000	00000001000010000	000000100100000000001	00000000000000000	000000000000001	000000100100000	000000000000
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000010000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000001000010000	000000100100000000001	00000000000000000	000000000000001	000000100100000	000000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000000	000000001000000	000000000001001	000000000010
000011000000	0000000000	00000000	00001000100000000	000010000000000000000	00000010000000000	000000000000000	000000000000000	000000000000
000000001000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000000	000000000000000	010000000001000	000000000000
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000000000000001	000000101000000000000	00000000000000000	000000000000000	100000000000000	000000010000
000000000000	0000000000	00010000	00010000000000000	000000000000000000000	00000000000000000	000001000000000	000000000000100	000000000100
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000010000000000	000000000000000	000000000000000	000000000000
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000010	000000000000000	010000010001000	100000000000
000001000000	0000000000	00000000	00001000100000000	000000000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000000000000000	000000000000000000000	00000000000000000	000100000000000	000000000000000	001000100000
000000000000	1000000000	00000001	00000000000000000	000000000000000001000	00000000000000000	000000000000000	000100000000000	000000001000
000011000000	0000000000	00000000	00001000100000000	000000000000000000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0000001000	00000000	00000000000100000	000000010000100000000	00000000000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000000000000001	000000101000000000000	00000000000000000	000000000000000	100000000000000	000000010000
001000000000	0000000010	00000000	00000000000000000	000000000000000000000	00000000100000000	010000000011000	000000000000000	001001000000
000011000000	0000000000	00000000	00001000100000000	000010000000000000000	00000010000000000	000000000000000	000000000000000	000000000000
000000000000	0000000000	00000000	00000001000010000	000000100100000000000	00000000000000000	000000000000001	000001000100000	000000000000
000000000000	0000000000	00010000	00010000000000000	000000000000000000000	00000000000000000	000001000000000	000000000000000	000000000100
000000000000	0100000000	00000000	00000000000000000	000000000000000000000	00000000000000000	000000001000000	000000000001001	000000000010
000000000000	0000000000	00000000	00000000000001000	000000000000000000000	00000000000000000	000100000000000	000000000000000	001000000000
